City,Date,Year,Month,DAY,pm2_5,pm10,no2,so2,co,AQI,AQI Status,Health Risk
Mumbai,2024-11-23,2024,11,23,214,247,36,38,2.03,188,Poor,38
Mumbai,2024-11-24,2024,11,24,43,158,13,7,1.48,71,Moderate,14
Mumbai,2024-11-25,2024,11,25,200,232,78,35,0.67,185,Poor,37
Mumbai,2024-11-26,2024,11,26,188,254,69,10,0.51,184,Poor,37
Mumbai,2024-11-27,2024,11,27,157,206,16,25,1.04,143,Poor,29
Mumbai,2024-11-28,2024,11,28,22,82,56,8,2.43,46,Good,9
Mumbai,2024-11-29,2024,11,29,57,102,50,9,1.99,69,Moderate,14
Mumbai,2024-11-30,2024,11,30,49,120,34,31,0.97,67,Moderate,13
Mumbai,2024-12-01,2024,12,1,204,260,48,20,1.98,189,Poor,38
Mumbai,2024-12-02,2024,12,2,232,295,30,12,1.79,210,Very Poor,42
Mumbai,2024-12-03,2024,12,3,78,118,51,14,0.44,84,Moderate,17
Mumbai,2024-12-04,2024,12,4,181,199,20,36,0.49,154,Poor,31
Mumbai,2024-12-05,2024,12,5,292,369,57,29,0.67,268,Very Poor,54
Mumbai,2024-12-06,2024,12,6,121,195,72,29,0.76,133,Poor,27
Mumbai,2024-12-07,2024,12,7,100,214,75,19,1.9,129,Poor,26
Mumbai,2024-12-08,2024,12,8,217,227,32,21,0.46,183,Poor,37
Mumbai,2024-12-09,2024,12,9,188,290,82,17,0.85,197,Poor,39
Mumbai,2024-12-10,2024,12,10,264,276,72,16,1.81,229,Very Poor,46
Mumbai,2024-12-11,2024,12,11,128,192,73,5,1.06,136,Poor,27
Mumbai,2024-12-12,2024,12,12,290,399,41,36,1.94,272,Very Poor,54
Mumbai,2024-12-13,2024,12,13,62,106,87,37,2.44,80,Moderate,16
Mumbai,2024-12-14,2024,12,14,208,221,68,33,2.12,183,Poor,37
Mumbai,2024-12-15,2024,12,15,187,279,74,9,1.91,192,Poor,38
Mumbai,2024-12-16,2024,12,16,32,105,71,39,2.4,61,Moderate,12
Mumbai,2024-12-17,2024,12,17,99,151,83,29,0.73,111,Poor,22
Mumbai,2024-12-18,2024,12,18,170,181,31,12,0.93,145,Poor,29
Mumbai,2024-12-19,2024,12,19,133,158,60,22,0.92,125,Poor,25
Mumbai,2024-12-20,2024,12,20,143,249,21,15,0.8,150,Poor,30
Mumbai,2024-12-21,2024,12,21,159,185,15,37,1.3,138,Poor,28
Mumbai,2024-12-22,2024,12,22,88,156,42,23,1.82,99,Moderate,20
Mumbai,2024-12-23,2024,12,23,66,114,77,37,1.75,82,Moderate,16
Mumbai,2024-12-24,2024,12,24,201,217,88,27,0.82,183,Poor,37
Mumbai,2024-12-25,2024,12,25,147,210,29,33,1.08,142,Poor,28
Mumbai,2024-12-26,2024,12,26,221,335,66,12,0.54,224,Very Poor,45
Mumbai,2024-12-27,2024,12,27,176,259,26,6,2.44,170,Poor,34
Mumbai,2024-12-28,2024,12,28,188,266,50,31,1.49,183,Poor,37
Mumbai,2024-12-29,2024,12,29,90,102,19,38,1.41,79,Moderate,16
Mumbai,2024-12-30,2024,12,30,227,238,33,14,1.85,191,Poor,38
Mumbai,2024-12-31,2024,12,31,173,225,64,31,0.56,166,Poor,33
Bengaluru,2024-01-01,2024,1,1,249,278,50,24,1.66,217,Very Poor,43
Bengaluru,2024-01-02,2024,1,2,103,211,75,34,1.75,129,Poor,26
Bengaluru,2024-01-03,2024,1,3,153,241,36,14,1.35,156,Poor,31
Bengaluru,2024-01-04,2024,1,4,67,146,68,6,2.22,90,Moderate,18
Bengaluru,2024-01-05,2024,1,5,84,176,35,29,0.73,101,Poor,20
Bengaluru,2024-01-06,2024,1,6,98,166,31,25,0.83,105,Poor,21
Bengaluru,2024-01-07,2024,1,7,297,406,39,29,0.51,278,Very Poor,56
Bengaluru,2024-01-08,2024,1,8,87,103,58,13,1.35,86,Moderate,17
Bengaluru,2024-01-09,2024,1,9,157,202,82,36,1.81,155,Poor,31
Bengaluru,2024-01-10,2024,1,10,195,242,26,14,0.42,175,Poor,35
Bengaluru,2024-01-11,2024,1,11,73,132,44,25,2.32,84,Moderate,17
Bengaluru,2024-01-12,2024,1,12,290,303,82,31,0.42,252,Very Poor,50
Bengaluru,2024-01-13,2024,1,13,267,368,26,24,0.83,249,Very Poor,50
Bengaluru,2024-01-14,2024,1,14,58,90,61,37,0.85,68,Moderate,14
Bengaluru,2024-01-15,2024,1,15,88,140,57,38,0.53,97,Moderate,19
Bengaluru,2024-01-16,2024,1,16,80,139,76,37,1.81,96,Moderate,19
Bengaluru,2024-01-17,2024,1,17,113,170,19,22,2.09,111,Poor,22
Bengaluru,2024-01-18,2024,1,18,294,339,68,17,2.05,262,Very Poor,52
Bengaluru,2024-01-19,2024,1,19,110,229,17,21,2.33,127,Poor,25
Bengaluru,2024-01-20,2024,1,20,126,224,48,32,2.32,139,Poor,28
Bengaluru,2024-01-21,2024,1,21,56,74,65,25,1.26,63,Moderate,13
Bengaluru,2024-01-22,2024,1,22,77,193,69,19,0.53,110,Poor,22
Bengaluru,2024-01-23,2024,1,23,82,113,20,17,1.03,78,Moderate,16
Bengaluru,2024-01-24,2024,1,24,275,291,70,28,2.35,238,Very Poor,48
Bengaluru,2024-01-25,2024,1,25,226,236,64,7,1.26,196,Poor,39
Bengaluru,2024-01-26,2024,1,26,261,271,47,25,0.74,221,Very Poor,44
Bengaluru,2024-01-27,2024,1,27,152,235,30,11,1.91,152,Poor,30
Bengaluru,2024-01-28,2024,1,28,103,195,44,8,1.01,118,Poor,24
Bengaluru,2024-01-29,2024,1,29,215,236,69,31,1.48,192,Poor,38
Bengaluru,2024-01-30,2024,1,30,42,76,30,28,2.06,49,Good,10
Bengaluru,2024-01-31,2024,1,31,51,115,14,20,2.24,62,Moderate,12
Bengaluru,2024-02-01,2024,2,1,232,302,18,10,1.56,210,Very Poor,42
Bengaluru,2024-02-02,2024,2,2,54,102,31,9,1.82,63,Moderate,13
Bengaluru,2024-02-03,2024,2,3,95,191,89,7,1.27,122,Poor,24
Bengaluru,2024-02-04,2024,2,4,233,315,38,27,0.78,218,Very Poor,44
Bengaluru,2024-02-05,2024,2,5,65,97,54,21,1.96,72,Moderate,14
Bengaluru,2024-02-06,2024,2,6,104,179,15,22,1.02,108,Poor,22
Bengaluru,2024-02-07,2024,2,7,265,307,39,21,1.27,232,Very Poor,46
Bengaluru,2024-02-08,2024,2,8,141,160,45,38,1.49,127,Poor,25
Bengaluru,2024-02-09,2024,2,9,47,67,87,23,1.1,61,Moderate,12
Bengaluru,2024-02-10,2024,2,10,171,252,18,37,1.3,164,Poor,33
Bengaluru,2024-02-11,2024,2,11,38,114,83,5,0.83,69,Moderate,14
Bengaluru,2024-02-12,2024,2,12,160,170,43,33,1.52,139,Poor,28
Bengaluru,2024-02-13,2024,2,13,224,281,58,33,1.32,207,Very Poor,41
Bengaluru,2024-02-14,2024,2,14,36,116,22,9,2.01,57,Moderate,11
Bengaluru,2024-02-15,2024,2,15,26,93,58,5,0.44,52,Moderate,10
Bengaluru,2024-02-16,2024,2,16,36,88,34,7,1.58,51,Moderate,10
Bengaluru,2024-02-17,2024,2,17,136,252,41,30,0.93,151,Poor,30
Bengaluru,2024-02-18,2024,2,18,44,107,37,13,1.52,61,Moderate,12
Bengaluru,2024-02-19,2024,2,19,112,207,89,11,1.35,135,Poor,27
Bengaluru,2024-02-20,2024,2,20,166,241,50,19,1.38,165,Poor,33
Bengaluru,2024-02-21,2024,2,21,200,255,39,22,2.29,184,Poor,37
Bengaluru,2024-02-22,2024,2,22,67,142,17,26,1.41,79,Moderate,16
Bengaluru,2024-02-23,2024,2,23,258,324,45,19,0.54,235,Very Poor,47
Bengaluru,2024-02-24,2024,2,24,68,122,75,17,2.09,85,Moderate,17
Bengaluru,2024-02-25,2024,2,25,39,112,76,23,0.55,68,Moderate,14
Bengaluru,2024-02-26,2024,2,26,225,298,49,8,1.37,211,Very Poor,42
Bengaluru,2024-02-27,2024,2,27,141,245,39,6,1.79,151,Poor,30
Bengaluru,2024-02-28,2024,2,28,68,86,40,38,2.02,67,Moderate,13
Bengaluru,2024-02-29,2024,2,29,226,283,34,12,1.29,204,Very Poor,41
Bengaluru,2024-03-01,2024,3,1,228,336,73,33,1.21,229,Very Poor,46
Bengaluru,2024-03-02,2024,3,2,111,129,15,33,0.73,97,Moderate,19
Bengaluru,2024-03-03,2024,3,3,234,338,12,25,1.77,220,Very Poor,44
Bengaluru,2024-03-04,2024,3,4,264,359,71,16,1.4,253,Very Poor,51
Bengaluru,2024-03-05,2024,3,5,288,308,63,20,0.82,248,Very Poor,50
Bengaluru,2024-03-06,2024,3,6,78,144,49,6,1.29,91,Moderate,18
Bengaluru,2024-03-07,2024,3,7,223,242,53,15,0.79,194,Poor,39
Bengaluru,2024-03-08,2024,3,8,100,199,11,16,1.33,111,Poor,22
Bengaluru,2024-03-09,2024,3,9,298,325,71,36,1.31,260,Very Poor,52
Bengaluru,2024-03-10,2024,3,10,81,128,76,7,1.74,94,Moderate,19
Bengaluru,2024-03-11,2024,3,11,148,251,54,36,0.8,160,Poor,32
Bengaluru,2024-03-12,2024,3,12,129,151,36,11,0.96,117,Poor,23
Bengaluru,2024-03-13,2024,3,13,226,239,32,10,2.05,191,Poor,38
Bengaluru,2024-03-14,2024,3,14,223,265,37,12,0.47,198,Poor,40
Bengaluru,2024-03-15,2024,3,15,82,113,79,25,2.27,90,Moderate,18
Bengaluru,2024-03-16,2024,3,16,98,112,69,10,1.3,96,Moderate,19
Bengaluru,2024-03-17,2024,3,17,206,319,38,11,2.49,206,Very Poor,41
Bengaluru,2024-03-18,2024,3,18,249,276,11,12,0.92,209,Very Poor,42
Bengaluru,2024-03-19,2024,3,19,201,248,57,31,2.5,186,Poor,37
Bengaluru,2024-03-20,2024,3,20,110,215,70,14,0.41,133,Poor,27
Bengaluru,2024-03-21,2024,3,21,182,286,24,20,1.26,181,Poor,36
Bengaluru,2024-03-22,2024,3,22,206,236,63,15,0.43,186,Poor,37
Bengaluru,2024-03-23,2024,3,23,105,152,40,18,2.32,106,Poor,21
Bengaluru,2024-03-24,2024,3,24,202,290,67,39,2.37,201,Very Poor,40
Bengaluru,2024-03-25,2024,3,25,216,310,19,23,1.62,204,Very Poor,41
Bengaluru,2024-03-26,2024,3,26,80,118,28,6,1.89,81,Moderate,16
Bengaluru,2024-03-27,2024,3,27,172,201,57,23,2.22,157,Poor,31
Bengaluru,2024-03-28,2024,3,28,158,277,64,32,1.51,174,Poor,35
Bengaluru,2024-03-29,2024,3,29,70,100,21,8,2.21,69,Moderate,14
Bengaluru,2024-03-30,2024,3,30,189,282,47,29,1.46,188,Poor,38
Bengaluru,2024-03-31,2024,3,31,208,235,36,22,0.63,181,Poor,36
Bengaluru,2024-04-01,2024,4,1,94,124,53,9,0.51,94,Moderate,19
Bengaluru,2024-04-02,2024,4,2,78,176,63,14,1.56,104,Poor,21
Bengaluru,2024-04-03,2024,4,3,83,163,13,5,0.78,93,Moderate,19
Bengaluru,2024-04-04,2024,4,4,233,289,55,18,0.53,214,Very Poor,43
Bengaluru,2024-04-05,2024,4,5,131,173,68,19,2.16,131,Poor,26
Bengaluru,2024-04-06,2024,4,6,137,166,47,7,1.74,127,Poor,25
Bengaluru,2024-04-07,2024,4,7,109,212,22,17,1.63,122,Poor,24
Bengaluru,2024-04-08,2024,4,8,249,324,45,30,1.96,230,Very Poor,46
Bengaluru,2024-04-09,2024,4,9,169,198,17,33,1.29,147,Poor,29
Bengaluru,2024-04-10,2024,4,10,228,321,64,20,1.85,223,Very Poor,45
Bengaluru,2024-04-11,2024,4,11,254,270,89,31,1.95,225,Very Poor,45
Bengaluru,2024-04-12,2024,4,12,107,189,44,24,0.85,118,Poor,24
Bengaluru,2024-04-13,2024,4,13,258,362,66,12,2.38,250,Very Poor,50
Bengaluru,2024-04-14,2024,4,14,241,360,29,16,2.12,234,Very Poor,47
Bengaluru,2024-04-15,2024,4,15,83,134,38,23,1.56,89,Moderate,18
Bengaluru,2024-04-16,2024,4,16,117,176,80,38,1.4,127,Poor,25
Bengaluru,2024-04-17,2024,4,17,69,180,19,36,0.75,92,Moderate,18
Bengaluru,2024-04-18,2024,4,18,103,115,46,12,1.32,95,Moderate,19
Bengaluru,2024-04-19,2024,4,19,75,107,20,12,0.86,73,Moderate,15
Bengaluru,2024-04-20,2024,4,20,75,144,19,32,1.15,84,Moderate,17
Bengaluru,2024-04-21,2024,4,21,144,166,45,30,2.1,130,Poor,26
Bengaluru,2024-04-22,2024,4,22,242,333,73,28,0.73,235,Very Poor,47
Bengaluru,2024-04-23,2024,4,23,297,308,40,15,1.58,248,Very Poor,50
Bengaluru,2024-04-24,2024,4,24,115,186,78,14,1.46,128,Poor,26
Bengaluru,2024-04-25,2024,4,25,257,290,53,27,0.57,226,Very Poor,45
Bengaluru,2024-04-26,2024,4,26,266,370,66,38,1.36,257,Very Poor,51
Bengaluru,2024-04-27,2024,4,27,108,165,27,16,2.03,108,Poor,22
Bengaluru,2024-04-28,2024,4,28,125,149,88,17,2.48,124,Poor,25
Bengaluru,2024-04-29,2024,4,29,59,88,86,20,1.78,73,Moderate,15
Bengaluru,2024-04-30,2024,4,30,57,149,69,11,0.65,86,Moderate,17
Bengaluru,2024-05-01,2024,5,1,67,94,25,8,1.27,66,Moderate,13
Bengaluru,2024-05-02,2024,5,2,243,314,22,21,2.12,220,Very Poor,44
Bengaluru,2024-05-03,2024,5,3,96,165,23,35,1.25,102,Poor,20
Bengaluru,2024-05-04,2024,5,4,58,139,34,17,1.79,77,Moderate,15
Bengaluru,2024-05-05,2024,5,5,210,257,62,34,2.19,194,Poor,39
Bengaluru,2024-05-06,2024,5,6,150,268,89,26,1.67,173,Poor,35
Bengaluru,2024-05-07,2024,5,7,219,300,71,10,1.19,213,Very Poor,43
Bengaluru,2024-05-08,2024,5,8,118,137,12,16,1.57,102,Poor,20
Bengaluru,2024-05-09,2024,5,9,274,352,71,29,0.45,256,Very Poor,51
Bengaluru,2024-05-10,2024,5,10,273,367,31,8,0.4,252,Very Poor,50
Bengaluru,2024-05-11,2024,5,11,146,197,58,24,1.19,143,Poor,29
Bengaluru,2024-05-12,2024,5,12,292,325,67,12,2.33,256,Very Poor,51
Bengaluru,2024-05-13,2024,5,13,128,160,55,12,0.84,123,Poor,25
Bengaluru,2024-05-14,2024,5,14,130,198,22,32,2,128,Poor,26
Bengaluru,2024-05-15,2024,5,15,291,302,26,34,2.5,241,Very Poor,48
Bengaluru,2024-05-16,2024,5,16,115,217,22,25,2,127,Poor,25
Bengaluru,2024-05-17,2024,5,17,131,195,49,23,1.69,133,Poor,27
Bengaluru,2024-05-18,2024,5,18,220,281,83,35,0.66,210,Very Poor,42
Bengaluru,2024-05-19,2024,5,19,199,238,42,13,2.16,179,Poor,36
Bengaluru,2024-05-20,2024,5,20,20,73,84,38,0.85,48,Good,10
Bengaluru,2024-05-21,2024,5,21,290,311,87,12,0.99,255,Very Poor,51
Bengaluru,2024-05-22,2024,5,22,209,230,74,15,1.59,188,Poor,38
Bengaluru,2024-05-23,2024,5,23,292,398,41,33,2.2,273,Very Poor,55
Bengaluru,2024-05-24,2024,5,24,75,90,59,12,2.03,76,Moderate,15
Bengaluru,2024-05-25,2024,5,25,246,266,58,25,2.42,214,Very Poor,43
Bengaluru,2024-05-26,2024,5,26,82,195,37,21,1.77,106,Poor,21
Bengaluru,2024-05-27,2024,5,27,203,314,37,6,1.7,203,Very Poor,41
Bengaluru,2024-05-28,2024,5,28,263,340,58,17,0.42,245,Very Poor,49
Bengaluru,2024-05-29,2024,5,29,124,233,69,23,1.05,145,Poor,29
Bengaluru,2024-05-30,2024,5,30,257,370,65,32,0.95,252,Very Poor,50
Bengaluru,2024-05-31,2024,5,31,229,286,49,37,2.36,210,Very Poor,42
Bengaluru,2024-06-01,2024,6,1,227,240,47,31,0.59,194,Poor,39
Bengaluru,2024-06-02,2024,6,2,203,288,40,28,1.12,195,Poor,39
Bengaluru,2024-06-03,2024,6,3,256,290,43,7,0.92,223,Very Poor,45
Bengaluru,2024-06-04,2024,6,4,137,252,82,30,1.76,160,Poor,32
Bengaluru,2024-06-05,2024,6,5,29,121,76,28,2.12,66,Moderate,13
Bengaluru,2024-06-06,2024,6,6,132,156,44,16,2.22,121,Poor,24
Bengaluru,2024-06-07,2024,6,7,63,98,56,38,2.2,72,Moderate,14
Bengaluru,2024-06-08,2024,6,8,159,255,13,27,1.03,158,Poor,32
Bengaluru,2024-06-09,2024,6,9,148,246,75,34,2.37,162,Poor,32
Bengaluru,2024-06-10,2024,6,10,168,266,58,26,0.76,175,Poor,35
Bengaluru,2024-06-11,2024,6,11,272,296,61,19,1.31,237,Very Poor,47
Bengaluru,2024-06-12,2024,6,12,296,393,14,10,2.3,268,Very Poor,54
Bengaluru,2024-06-13,2024,6,13,131,248,56,27,1.78,151,Poor,30
Bengaluru,2024-06-14,2024,6,14,37,67,32,7,1.26,44,Good,9
Bengaluru,2024-06-15,2024,6,15,157,255,61,12,2.14,167,Poor,33
Bengaluru,2024-06-16,2024,6,16,80,153,14,33,0.88,88,Moderate,18
Bengaluru,2024-06-17,2024,6,17,78,89,74,34,2.21,80,Moderate,16
Bengaluru,2024-06-18,2024,6,18,127,212,48,30,2.06,136,Poor,27
Bengaluru,2024-06-19,2024,6,19,239,342,82,35,2.04,238,Very Poor,48
Bengaluru,2024-06-20,2024,6,20,203,246,40,29,1.85,183,Poor,37
Bengaluru,2024-06-21,2024,6,21,297,346,10,5,0.69,254,Very Poor,51
Bengaluru,2024-06-22,2024,6,22,201,252,30,19,2.12,182,Poor,36
Bengaluru,2024-06-23,2024,6,23,185,293,89,12,0.73,198,Poor,40
Bengaluru,2024-06-24,2024,6,24,292,318,22,21,2.15,245,Very Poor,49
Bengaluru,2024-06-25,2024,6,25,97,151,15,39,0.86,96,Moderate,19
Bengaluru,2024-06-26,2024,6,26,258,339,70,19,2.13,244,Very Poor,49
Bengaluru,2024-06-27,2024,6,27,288,328,44,10,1.83,251,Very Poor,50
Bengaluru,2024-06-28,2024,6,28,77,135,32,29,1.66,85,Moderate,17
Bengaluru,2024-06-29,2024,6,29,24,123,29,10,0.74,54,Moderate,11
Bengaluru,2024-06-30,2024,6,30,261,288,13,21,2.35,219,Very Poor,44
Bengaluru,2024-07-01,2024,7,1,32,48,53,19,1.69,41,Good,8
Bengaluru,2024-07-02,2024,7,2,258,375,44,21,1.76,250,Very Poor,50
Bengaluru,2024-07-03,2024,7,3,119,163,41,28,1.68,116,Poor,23
Bengaluru,2024-07-04,2024,7,4,164,244,59,5,1.33,167,Poor,33
Bengaluru,2024-07-05,2024,7,5,183,205,79,18,0.98,168,Poor,34
Bengaluru,2024-07-06,2024,7,6,258,335,49,20,2.14,239,Very Poor,48
Bengaluru,2024-07-07,2024,7,7,209,222,54,30,0.75,181,Poor,36
Bengaluru,2024-07-08,2024,7,8,256,331,40,7,0.89,235,Very Poor,47
Bengaluru,2024-07-09,2024,7,9,299,323,52,35,2.41,256,Very Poor,51
Bengaluru,2024-07-10,2024,7,10,64,139,17,11,2.36,77,Moderate,15
Bengaluru,2024-07-11,2024,7,11,122,237,66,20,1.25,145,Poor,29
Bengaluru,2024-07-12,2024,7,12,249,276,78,33,1.24,222,Very Poor,44
Bengaluru,2024-07-13,2024,7,13,117,169,54,27,2.15,119,Poor,24
Bengaluru,2024-07-14,2024,7,14,141,260,13,33,2.32,151,Poor,30
Bengaluru,2024-07-15,2024,7,15,125,152,24,36,0.98,112,Poor,22
Bengaluru,2024-07-16,2024,7,16,221,314,15,7,2.14,207,Very Poor,41
Bengaluru,2024-07-17,2024,7,17,115,128,72,8,0.89,110,Poor,22
Bengaluru,2024-07-18,2024,7,18,233,312,44,26,0.68,218,Very Poor,44
Bengaluru,2024-07-19,2024,7,19,169,189,86,7,2.5,158,Poor,32
Bengaluru,2024-07-20,2024,7,20,95,191,23,37,1.31,109,Poor,22
Bengaluru,2024-07-21,2024,7,21,270,384,82,27,0.54,266,Very Poor,53
Bengaluru,2024-07-22,2024,7,22,144,200,78,27,1.28,147,Poor,29
Bengaluru,2024-07-23,2024,7,23,256,290,83,18,1.92,231,Very Poor,46
Bengaluru,2024-07-24,2024,7,24,113,163,34,18,0.74,112,Poor,22
Bengaluru,2024-07-25,2024,7,25,67,174,19,39,0.89,89,Moderate,18
Bengaluru,2024-07-26,2024,7,26,104,134,54,11,0.68,102,Poor,20
Bengaluru,2024-07-27,2024,7,27,83,94,85,22,0.51,86,Moderate,17
Bengaluru,2024-07-28,2024,7,28,291,318,68,30,2.39,254,Very Poor,51
Bengaluru,2024-07-29,2024,7,29,258,315,51,16,1.16,233,Very Poor,47
Bengaluru,2024-07-30,2024,7,30,265,276,68,31,1.89,228,Very Poor,46
Bengaluru,2024-07-31,2024,7,31,91,107,72,16,1.26,92,Moderate,18
Bengaluru,2024-08-01,2024,8,1,62,88,72,21,0.87,71,Moderate,14
Bengaluru,2024-08-02,2024,8,2,27,105,89,32,0.51,62,Moderate,12
Bengaluru,2024-08-03,2024,8,3,194,279,39,27,0.84,188,Poor,38
Bengaluru,2024-08-04,2024,8,4,90,208,61,33,1.1,119,Poor,24
Bengaluru,2024-08-05,2024,8,5,247,303,55,23,0.85,225,Very Poor,45
Bengaluru,2024-08-06,2024,8,6,40,113,46,31,2.31,63,Moderate,13
Bengaluru,2024-08-07,2024,8,7,167,201,79,6,1.26,159,Poor,32
Bengaluru,2024-08-08,2024,8,8,291,318,78,34,1.22,256,Very Poor,51
Bengaluru,2024-08-09,2024,8,9,53,75,52,33,1.12,59,Moderate,12
Bengaluru,2024-08-10,2024,8,10,199,260,45,13,0.88,186,Poor,37
Bengaluru,2024-08-11,2024,8,11,57,136,88,24,1.81,86,Moderate,17
Bengaluru,2024-08-12,2024,8,12,69,160,14,24,1.78,85,Moderate,17
Bengaluru,2024-08-13,2024,8,13,94,140,31,8,0.97,95,Moderate,19
Bengaluru,2024-08-14,2024,8,14,96,147,18,35,2.48,95,Moderate,19
Bengaluru,2024-08-15,2024,8,15,166,281,40,39,1.61,175,Poor,35
Bengaluru,2024-08-16,2024,8,16,208,248,62,36,1.7,190,Poor,38
Bengaluru,2024-08-17,2024,8,17,157,168,75,28,1.58,143,Poor,29
Bengaluru,2024-08-18,2024,8,18,163,188,55,35,1.85,148,Poor,30
Bengaluru,2024-08-19,2024,8,19,148,168,13,11,0.43,127,Poor,25
Bengaluru,2024-08-20,2024,8,20,114,204,84,32,0.81,135,Poor,27
Bengaluru,2024-08-21,2024,8,21,66,167,62,11,0.93,95,Moderate,19
Bengaluru,2024-08-22,2024,8,22,299,312,28,30,1,248,Very Poor,50
Bengaluru,2024-08-23,2024,8,23,190,274,76,16,0.72,192,Poor,38
Bengaluru,2024-08-24,2024,8,24,201,276,58,20,0.41,194,Poor,39
Bengaluru,2024-08-25,2024,8,25,201,240,47,32,2.01,181,Poor,36
Bengaluru,2024-08-26,2024,8,26,285,354,51,37,1.71,258,Very Poor,52
Bengaluru,2024-08-27,2024,8,27,61,117,46,20,0.85,74,Moderate,15
Bengaluru,2024-08-28,2024,8,28,204,297,36,20,1.12,198,Poor,40
Bengaluru,2024-08-29,2024,8,29,108,183,21,13,1.38,113,Poor,23
Bengaluru,2024-08-30,2024,8,30,220,239,57,24,1.41,193,Poor,39
Bengaluru,2024-08-31,2024,8,31,85,159,60,28,1.43,102,Poor,20
Bengaluru,2024-09-01,2024,9,1,178,244,87,6,0.51,179,Poor,36
Bengaluru,2024-09-02,2024,9,2,31,141,37,24,1.58,65,Moderate,13
Bengaluru,2024-09-03,2024,9,3,299,329,19,18,2.16,252,Very Poor,50
Bengaluru,2024-09-04,2024,9,4,235,258,43,16,0.72,203,Very Poor,41
Bengaluru,2024-09-05,2024,9,5,55,109,45,26,1.5,69,Moderate,14
Bengaluru,2024-09-06,2024,9,6,236,341,42,24,2.39,228,Very Poor,46
Bengaluru,2024-09-07,2024,9,7,214,246,25,9,1.79,185,Poor,37
Bengaluru,2024-09-08,2024,9,8,123,210,87,10,1.84,141,Poor,28
Bengaluru,2024-09-09,2024,9,9,106,129,70,11,0.67,105,Poor,21
Bengaluru,2024-09-10,2024,9,10,34,87,26,38,1.07,48,Good,10
Bengaluru,2024-09-11,2024,9,11,123,210,88,37,0.43,142,Poor,28
Bengaluru,2024-09-12,2024,9,12,292,393,63,27,2.11,276,Very Poor,55
Bengaluru,2024-09-13,2024,9,13,270,363,44,9,1.48,252,Very Poor,50
Bengaluru,2024-09-14,2024,9,14,114,145,75,9,1.22,115,Poor,23
Bengaluru,2024-09-15,2024,9,15,108,189,10,24,0.69,112,Poor,22
Bengaluru,2024-09-16,2024,9,16,115,199,48,28,1.25,126,Poor,25
Bengaluru,2024-09-17,2024,9,17,73,172,25,39,2.27,93,Moderate,19
Bengaluru,2024-09-18,2024,9,18,212,279,62,5,1.25,202,Very Poor,40
Bengaluru,2024-09-19,2024,9,19,27,65,60,37,1.73,45,Good,9
Bengaluru,2024-09-20,2024,9,20,182,260,85,24,1.87,186,Poor,37
Bengaluru,2024-09-21,2024,9,21,92,140,13,23,1.93,90,Moderate,18
Bengaluru,2024-09-22,2024,9,22,192,244,22,17,0.45,173,Poor,35
Bengaluru,2024-09-23,2024,9,23,105,206,61,26,0.89,126,Poor,25
Bengaluru,2024-09-24,2024,9,24,219,270,35,27,1.63,197,Poor,39
Bengaluru,2024-09-25,2024,9,25,156,185,65,23,2.15,146,Poor,29
Bengaluru,2024-09-26,2024,9,26,287,375,64,18,0.5,268,Very Poor,54
Bengaluru,2024-09-27,2024,9,27,61,97,20,38,1.45,63,Moderate,13
Bengaluru,2024-09-28,2024,9,28,249,300,74,39,2.1,229,Very Poor,46
Bengaluru,2024-09-29,2024,9,29,71,127,16,15,2.31,76,Moderate,15
Bengaluru,2024-09-30,2024,9,30,173,284,21,28,2.34,175,Poor,35
Bengaluru,2024-10-01,2024,10,1,288,386,63,8,1.23,272,Very Poor,54
Bengaluru,2024-10-02,2024,10,2,26,145,20,32,2.36,60,Moderate,12
Bengaluru,2024-10-03,2024,10,3,234,288,32,32,1.62,209,Very Poor,42
Bengaluru,2024-10-04,2024,10,4,45,79,63,33,1.11,58,Moderate,12
Bengaluru,2024-10-05,2024,10,5,183,206,87,39,1.78,170,Poor,34
Bengaluru,2024-10-06,2024,10,6,292,368,89,34,2.38,274,Very Poor,55
Bengaluru,2024-10-07,2024,10,7,192,280,60,27,1.27,192,Poor,38
Bengaluru,2024-10-08,2024,10,8,26,57,50,14,1.4,40,Good,8
Bengaluru,2024-10-09,2024,10,9,249,349,61,37,0.67,241,Very Poor,48
Bengaluru,2024-10-10,2024,10,10,207,250,13,21,1.7,181,Poor,36
Bengaluru,2024-10-11,2024,10,11,237,250,10,11,1.65,195,Poor,39
Bengaluru,2024-10-12,2024,10,12,208,252,17,28,2.09,183,Poor,37
Bengaluru,2024-10-13,2024,10,13,263,315,36,36,2.31,233,Very Poor,47
Bengaluru,2024-10-14,2024,10,14,165,202,38,20,1.57,150,Poor,30
Bengaluru,2024-10-15,2024,10,15,270,338,40,8,1.69,244,Very Poor,49
Bengaluru,2024-10-16,2024,10,16,58,115,55,30,1.39,74,Moderate,15
Bengaluru,2024-10-17,2024,10,17,151,190,39,26,1.4,140,Poor,28
Bengaluru,2024-10-18,2024,10,18,127,148,45,22,1.04,116,Poor,23
Bengaluru,2024-10-19,2024,10,19,274,354,10,30,2.44,245,Very Poor,49
Bengaluru,2024-10-20,2024,10,20,256,271,79,12,2.08,225,Very Poor,45
Bengaluru,2024-10-21,2024,10,21,38,148,27,35,2.49,68,Moderate,14
Bengaluru,2024-10-22,2024,10,22,49,100,42,14,2.1,62,Moderate,12
